artist,album,albumyear,bayesian,votes,rating,played
Slaves To Fashion,The History Of Heavy Metal,2021,4.28,8,4.25,26
Slaves To Fashion,Artistic Differences,2011,4.55,3,4.67,43
Slavior,Slavior,2007,4.38,4,4.38,8
Sleep in Heads,On the Air,2018,4.29,4,4.25,6
Sleeping Pulse,Under The Same Sky,2014,4.34,15,4.33,131
Sleepwalker Sun,Stranger In The Mirror,2009,4.37,15,4.37,10
Sleepytime Gorilla Museum,In Glorious Times,2007,4.44,2,4.50,3
Sleepytime Gorilla Museum,Of Natural History,2004,4.40,10,4.40,13
Sleepytime Gorilla Museum,Grand Opening And Closing!,2001,3.71,4,3.38,14
Slug Comparison,When You Were Living Here,2019,4.32,2,4.25,15
Slug Comparison,Slug Comparison,2014,4.53,6,4.58,53
Slychosis,Slychosis V,2016,4.18,5,4.10,26
Smalltape,The Ocean,2017,4.25,3,4.17,3
Snowman,In A Better Place,2022,4.61,9,4.67,14
Soen,Imperial,2021,4.76,37,4.78,89
Soen,Lotus,2019,4.77,40,4.79,106
Soen,Lykaia,2017,4.59,18,4.61,48
Soen,Tellurian,2014,4.65,16,4.69,21
Soen,Cognitive,2012,4.60,11,4.64,30
Soft Machine,Bundles,1975,4.32,2,4.25,22
Soft Machine,Third,1970,4.15,3,4.00,8
Soft Machine,Volume II,1969,4.04,5,3.90,27
Soilwork,Natural Born Chaos,2002,4.58,13,4.62,48
Solace Supplice,Liturgies Contemporaines,2022,4.19,2,4.00,6
Solar Architect,Wrath Of Nature,2010,4.16,6,4.08,8
Solar Architect,Ocean Depths,2006,4.39,5,4.40,7
Solar Project,Ghost Lights,2020,4.25,5,4.20,5
Solar Project,Utopia,2018,4.15,3,4.00,15
Solar Project,Paranoia,2016,3.69,2,3.00,2
Solar Project,Here I Am,2015,4.04,4,3.88,30
Solar Project,Aquarmada,2014,4.32,2,4.25,11
Solar Project,...In Time,1997,4.25,1,4.00,5
Solar Project,The Final - Solution,1990,3.82,2,3.25,19
Solarhall,Lokus,2016,3.88,4,3.62,14
Solaris,Martian Chronicles III (EP),2022,4.18,5,4.10,4
Solaris,Nostradamus 2.0 Returnity,2019,4.16,6,4.08,7
Solaris,Martian Chronicles II,2014,4.15,3,4.00,28
Solaris,Nostradamus- Book Of Prophecies,1999,4.46,4,4.50,22
Solaris,The Martian Chronicles,1984,4.14,7,4.07,44
Soledad,XIII,2022,4.16,6,4.08,19
Solefald,In Harmonia Universali,2003,4.46,4,4.50,13
Solid Vision,The Hurricane,2006,4.82,5,5.00,23
Solisia,UniverSeasons,2012,4.69,2,5.00,8
Solstice,Sia,2020,4.31,10,4.30,20
Solstice,Prophecy,2013,4.55,3,4.67,18
Solstice Coil,Commute,2015,4.25,7,4.21,162
Solstice Coil,Natural Causes,2011,4.35,6,4.33,72
Solterra,Future Man,2014,4.19,2,4.00,2
Solum,Encountering Murk,2021,4.41,6,4.42,6
Som Imaginário,Matanca Do Porco,1973,4.19,2,4.00,14
Som Nosso De Cada Dia,Snegs,1977,3.95,3,3.67,3
Soma White,Soma White,2013,4.48,10,4.50,43
Somali Yacht Club,The Space,2022,4.23,8,4.19,11
Somali Yacht Club,The Sun,2014,4.55,3,4.67,2
Son Of Man,Son of Man,2016,4.07,2,3.75,18
Sonar,Sonar & David Torn: Vortex,2018,4.19,2,4.00,8
Sonata Arctica,Acoustic Adventures - Volume One,2022,4.71,18,4.75,42
Sonata Arctica,Talviyö,2019,4.89,14,4.96,48
Sonata Arctica,The Ninth Hour,2016,4.74,14,4.79,61
Sonata Arctica,Ecliptica - Revisited,2014,4.69,2,5.00,2
Sonata Arctica,Pariah's Child,2014,4.53,7,4.57,7
Sonata Arctica,Stones Grow Her Name,2012,4.60,6,4.67,24
Sonata Arctica,Unia,2007,4.53,7,4.57,6
Sonata Arctica,Don't Say A Word,2004,4.66,6,4.75,36
Sonata Arctica,Reckoning Night,2004,4.48,9,4.50,26
Sonata Arctica,Takatalvi,2003,4.65,10,4.70,37
Sonata Arctica,Winterheart's Guild,2003,4.47,7,4.50,25
Sonata Arctica,Silence,2001,4.85,16,4.91,57
Sonata Arctica,Orientation (EP),2001,4.41,6,4.42,6
Sonata Arctica,Successor (EP),2000,4.44,2,4.50,4
Sonata Arctica,Ecliptica,1999,4.68,5,4.80,20
Sonic Pulsar,Out Of Place,2005,4.75,5,4.90,31
Soniq Circus,Chapter 1 - The Game Begins,2022,4.19,2,4.00,4
Soniq Circus,Reflections in the Hourglass,2011,4.34,9,4.33,131
Soniq Circus,Soniq Circus,2007,4.42,7,4.43,192
Sons Of Apollo,MMXX,2019,4.64,31,4.66,78
Sons Of Apollo,Psychotic Symphony,2017,4.70,48,4.71,165
Sons Of Seasons,Magnisphyricon,2011,4.18,8,4.13,36
Sons Of Seasons,Gods Of Vermin,2009,4.71,16,4.75,86
Sons Of Sounds,In The Circle Of The Universe,2016,3.95,3,3.67,5
Sonus Corona,Sonus Corona,2016,4.13,4,4.00,3
Sonus Umbra,A Sky Full Of Ghosts,2020,4.37,11,4.36,16
Sonus Umbra,Beyond The Panopticon,2016,4.25,17,4.24,135
Sonus Umbra,Winter Soulstice,2013,4.08,7,4.00,17
Sonus Umbra,Digging For Zeros,2005,4.52,14,4.54,114
Sonus Umbra,Spiritual Vertigo,2003,4.38,13,4.38,86
Sonus Umbra,Snapshots From Limbo,2000,4.36,17,4.35,156
Soul Cages,Moon,2013,4.25,1,4.00,4
Soul Doubt,The Dance of Light and Shade,2017,4.75,25,4.78,113
Soul Enema,Of Clans and Clones and Clowns,2017,4.61,14,4.64,81
Soul Enema,The Thin Ice Crawling,2010,4.25,1,4.00,8
Soul Secret,Blue Light Cage,2020,4.32,2,4.25,20
Soul Secret,Babel,2017,4.54,4,4.63,15
Soul Secret,4,2015,4.61,5,4.70,18
Soul Secret,Closer to Daylight,2011,4.25,1,4.00,2
Soul Secret,Flowing Portraits,2008,4.53,6,4.58,15
Soul Takers,Flies In a Jar,2007,4.19,2,4.00,8
Souljourners,Mind Control,2008,4.62,13,4.65,79
Souls Ignite,Chaos,2014,4.19,2,4.00,3
Souls Of Diotima,The Sorceress Reveals - Atlantis,2016,4.25,3,4.17,14
Soulsplitter,Salutogenesis,2019,4.11,5,4.00,3
Sound Goat Project,Deep Inside,2020,3.97,5,3.80,21
Sound of Contact,Dimensionaut,2013,4.69,58,4.70,708
Sound Struggle,Rise,2015,4.09,1,3.50,1
Sounddiary,Anamnesis - Letter in a Bottle,2019,4.07,2,3.75,31
Sounddiary,A Book In My Hand,2014,4.56,18,4.58,214
Soundscape,Grave New World,2009,4.29,4,4.25,7
Soup,Visions,2021,4.75,17,4.79,32
Soup,Remedies,2017,4.44,11,4.45,29
Soup,The Beauty Of Our Youth,2013,4.68,8,4.75,32
Soup,Duun,2012,4.59,1,5.00,1
Soup,Children Of E.L.B.,2010,4.79,4,5.00,7
Soup,Come On Pioneers,2006,4.75,7,4.86,7
Source,Ethereal Self,2021,4.11,5,4.00,44
Source,Return to Nothing,2016,4.44,2,4.50,1
Southern Cross,From Tragedy,2012,4.63,12,4.67,45
Southern Cross,Down Below,2009,4.47,5,4.50,11
Southern Empire,Civilisation,2018,4.63,39,4.64,249
Southern Empire,Southern Empire,2015,4.48,39,4.49,179
Space Avenue,Voices From The Other Worlds,2006,4.34,9,4.33,388
Space Debris,Behind The Gate,2017,4.04,5,3.90,27
Space Debris,Phonomorphosis,2014,4.36,10,4.35,30
Space Debris,She's A Temple,2013,4.15,3,4.00,12
Space Invaders,Dreadnought,2015,4.29,4,4.25,18
Space Mirrors,Stella Polaris,2015,4.46,4,4.50,5
Space Odyssey,Tears of The Sun,2006,4.65,10,4.70,39
Space Odyssey,The Astral Episode,2005,4.47,6,4.50,10
Space Odyssey,Embrace The Galaxy,2003,4.13,8,4.06,8
Space Unicorn on Fire,Gallop Through the Stars,2017,4.13,4,4.00,7
Spaced Out,Evolution,2008,4.46,15,4.47,460
Spaced Out,Live At The Crescendo Festival,2007,4.32,5,4.30,146
Spaced Out,Unstable Matter,2006,4.55,12,4.58,443
Spaced Out,Slow Gin,2003,4.23,10,4.20,363
Spaced Out,Eponymus II,2001,4.69,2,5.00,91
Sparks,"A Steady Drip, Drip, Drip",2020,4.32,36,4.32,74
Sparks,Hippopotamus,2017,4.62,48,4.63,374
Sparks,Hello Young Lovers,2006,4.53,27,4.54,136
Sparks,Lil' Beethoven,2002,4.44,20,4.45,150
Sparks,Kimono My House,1974,4.51,18,4.53,91
Sparks,Propaganda,1974,4.31,15,4.30,39
Sparks,Sparks [Halfnelson],1972,4.48,10,4.50,45
Spastic Ink,Ink Complete,2004,4.42,7,4.43,25
Spastic Ink,Ink Compatible,2004,4.11,5,4.00,6
Speaking To Stones,(In)Human Error,2022,4.48,9,4.50,10
Speaking To Stones,Elements,2012,4.53,7,4.57,14
Speaking To Stones,Speaking To Stones,2006,4.72,6,4.83,30
Special Providence,Will,2017,4.32,2,4.25,9
Special Providence,Essence Of Change,2015,4.42,1,4.50,3
Special Providence,Soul Alert,2012,4.25,1,4.00,1
Spektrum,Spektrum,2003,4.72,15,4.77,115
Spencer Elliott,Se3,2022,4.36,7,4.36,13
Spettri,2973 La Nemica dei Ricordi,2015,3.97,5,3.80,29
Sphere Of Souls,From The Ashes...,2006,4.37,11,4.36,26
Spheric Universe Experience,Back Home,2022,4.51,22,4.52,25
Spheric Universe Experience,The New Eve,2012,4.30,9,4.28,25
Spheric Universe Experience,Unreal,2009,4.35,3,4.33,6
Spheric Universe Experience,Anima,2007,4.65,17,4.68,62
Spheric Universe Experience,Mental Torments,2006,4.59,22,4.61,48
Spiral Architect,A Sceptic's Universe,2000,4.47,6,4.50,14
Spiral Key,An Error of Judgement,2018,4.60,11,4.64,88
Spiralmaze,Back To The Center,2014,4.28,6,4.25,17
Spires,The Whisperer,2014,4.53,6,4.58,8
Spires,Lucid Abstractions,2012,4.25,3,4.17,2
Spiritraiser,Ciklos,2022,4.19,2,4.00,6
Spiritual Beggars,Earth Blues CD2,2013,4.07,2,3.75,14
Spiritual Beggars,Earth Blues CD1,2013,3.92,1,3.00,51
Spiritual Beggars,Return to Zero,2010,4.35,6,4.33,151
Spirogyra,"Bells, Boots And Shambles",1973,3.94,2,3.50,17
Spirogyra,St. Radigunds,1971,4.07,2,3.75,17
Spleen Arcana,The Light Beyond The Shades,2014,4.13,4,4.00,6
Split Bearing,Welcome To The Present,2014,4.64,7,4.71,39
Split Enz,Mental Notes,1975,4.35,6,4.33,83
Spock's Beard,Noise Floor,2018,4.63,39,4.64,92
Spock's Beard,The Oblivion Particle,2015,4.63,32,4.64,318
Spock's Beard,Brief Nocturnes and Dreamless Sleep,2013,4.84,48,4.85,542
Spock's Beard,X,2010,4.80,42,4.82,620
Spock's Beard,Live (Disk 1),2008,4.80,17,4.85,97
Spock's Beard,Live (Disk 2),2008,4.83,11,4.91,100
Spock's Beard,Spock's Beard,2006,4.71,37,4.73,750
Spock's Beard,Octane,2005,4.67,38,4.68,771
Spock's Beard,Octane (Bonus Disc),2005,4.52,11,4.55,232
Spock's Beard,Feel Euphoria,2003,4.53,26,4.54,468
Spock's Beard,Snow,2002,4.77,66,4.78,1308
Spock's Beard,Snow (Disc 2),2002,4.74,57,4.75,1148
Spock's Beard,V,2000,4.74,43,4.76,916
Spock's Beard,Day For Night,1999,4.85,39,4.87,847
Spock's Beard,Don't Try This At Home,1999,4.62,13,4.65,148
Spock's Beard,The Beard Is Out There - Live,1998,4.75,31,4.77,410
Spock's Beard,Beware Of Darkness,1997,4.82,48,4.83,963
Spock's Beard,The Kindness Of Strangers,1997,4.82,33,4.85,705
Spock's Beard,The Light,1995,4.69,25,4.72,341
Spoke Of Shadows,II,2017,4.20,7,4.14,35
Spoke Of Shadows,Spoke Of Shadows,2014,4.47,6,4.50,96
Spontaneous Maximus,This is SpoMax,2011,4.32,2,4.25,7
Squackett,A Life Within A Day,2012,4.72,45,4.73,452
Squintaloo,Über Bord!,2017,4.16,9,4.11,92
SROD,Nature,2012,4.60,6,4.67,11
Stage Of Reality,Stage Of Reality,2017,4.42,1,4.50,2
Stage Of Reality,The Breathing Machines,2014,4.19,2,4.00,3
Star One,Revel In Time,2022,4.62,42,4.63,65
Star One,Victims of the Modern Age (Disc 1),2010,4.84,25,4.88,109
Star One,Victims of the Modern Age (Disc 2),2010,4.42,1,4.50,4
Star One,Live On Earth (Disc 1),2003,4.79,23,4.83,111
Star One,Live On Earth (CD 2),2003,4.66,9,4.72,25
Star One,Space Metal (Disc1),2002,4.87,30,4.90,126
Star One,Space Metal [Bonus CD],2002,4.73,12,4.79,61
Star.Gate,Unbroken Diamond,2022,4.41,12,4.42,14
Starbreaker,Starbreaker,2005,3.98,8,3.88,42
Starbynary,Divina Commedia - Paradiso,2020,4.59,1,5.00,21
Starbynary,Divina Commedia: Inferno,2017,4.19,2,4.00,2
Starcastle,Song of Times,2007,4.48,10,4.50,166
Starcastle,Shine On Brightly,2001,4.48,13,4.50,156
Starcastle,Fountains Of Light,1977,4.65,13,4.69,163
Starcastle,Starcastle,1976,4.71,11,4.77,273
starfish64,Scattered Pieces Of Blue,2022,4.04,4,3.88,4
Starlight Brigade,Destination Eternity,2016,3.98,11,3.91,40
Starlight Brigade,Into The Light,2014,3.88,4,3.63,23
Starsoup,Bazaar of Wonders,2013,4.15,3,4.00,3
StarSystems,Lift,2019,4.47,7,4.50,13
StarSystems,StarSystems III,2016,4.42,1,4.50,2
StarSystems,StarSystems II,2014,4.61,5,4.70,5
StarSystems,StarSystems EP,2014,4.25,1,4.00,4
Starving Daughters,Strange Valleys,2018,3.92,1,3.00,7
Static,Patterns,2007,4.44,11,4.45,264
Status Minor,Three Faces of Antoine,2017,4.53,7,4.57,27
Status Minor,Ouroboros,2012,4.25,1,4.00,4
Status Minor,Dialog,2009,4.88,8,5.00,60
Status Minor,01/2006,2006,4.44,2,4.50,4
Stealing Axion,Moments,2012,4.09,1,3.50,1
Steam Theory,Passages,2020,4.23,10,4.20,37
Steam Theory,Asunder,2015,4.45,12,4.46,271
Steam Theory,Helios Rider,2012,4.25,3,4.17,12
Steel Mill,Green Eyed God,1972,4.23,8,4.19,23
Stéphan Forté,Enigma Opera Black,2018,4.35,3,4.33,7
Stéphan Forté,The Shadows Compendium,2011,4.59,1,5.00,7
Stereokimono,Intergalactic Art Café,2012,4.08,7,4.00,21
Stereokimono,Prismosfera,2003,4.55,3,4.67,11
Steve Hackett,Surrender of Silence,2021,4.65,3,4.83,33
Steve Hackett,Under A Mediterranean Sky,2021,4.47,6,4.50,41
Steve Hackett,Selling England By The Pound & Spectral Mornings: Live At Hammersmith,2020,4.85,27,4.89,71
Steve Hackett,At The Edge Of Light,2019,4.75,19,4.79,93
Steve Hackett,Wuthering Nights: Live in Birmingham,2018,4.68,27,4.70,240
Steve Hackett,The Night Siren,2017,4.64,11,4.68,139
Steve Hackett,Wolflight,2015,4.46,19,4.47,237
Steve Hackett,Genesis Revisited II - Live At The Royal Albert Hall,2014,4.78,29,4.81,342
Steve Hackett,Genesis Revisited Live at Hammersmith (Disk 1),2013,4.74,18,4.78,253
Steve Hackett,Genesis Revisited Live at Hammersmith (Disk 2),2013,4.75,7,4.86,131
Steve Hackett,Genesis Revisited Live at Hammersmith (Disk 3),2013,4.57,9,4.61,138
Steve Hackett,Genesis Revisited II - Disc 1,2012,4.80,55,4.82,772
Steve Hackett,Genesis Revisited II - Disc 2,2012,4.61,27,4.63,403
Steve Hackett,Beyond the Shrouded Horizon [Special Edition] (Disc 1),2011,4.74,20,4.78,406
Steve Hackett,Beyond the Shrouded Horizon [Special Edition] (Disc 2),2011,4.73,8,4.81,162
Steve Hackett,Wild Orchids,2006,4.85,6,5.00,130
Steve Hackett,Genesis Revisited,1996,4.72,17,4.76,254
Steve Hackett,Guitar Noir,1993,3.93,8,3.81,196
Steve Hackett,Premonitions; Disc 4: Highly Strung,1982,4.75,7,4.86,10
Steve Hackett,"Premonitions; Disc 8: Live at the Reading festival, August 18, 1981",1981,4.65,3,4.83,6
Steve Hackett,"Premonitions; Disc 5: Live at The New Theatre, Oxford, July 1, 1979 (Previously Unreleased)",1979,4.84,9,4.94,10
Steve Hackett,Premonitions; Disc 10: Spectral Mornings - New Steven Wilson Stereo Mix (Previously Unreleased),1979,4.86,7,5.00,10
Steve Hackett,"Premonitions; Disc 6: Live at The New Theatre, Oxford, July 1, 1979 (Previously Unreleased)",1979,4.75,3,5.00,3
Steve Hackett,"Premonitions; Disc 7: Live at The Theatre Royal, London, November 11, 1979",1979,4.68,5,4.80,8
Steve Hackett,Premonitions; Disc 2: Please Don't Touch (II) / Spectral Mornings / Defector (I),1978,4.81,7,4.93,13
Steve Hackett,Premonitions; Disc 9: Please Don't Touch - New Steven Wilson Stereo Mix (Previously Unreleased),1978,4.59,1,5.00,1
Steve Hackett,Premonitions; Disc 1: Voyage Of The Acolyte / Please Don't Touch(I),1975,4.66,6,4.75,8
Steve Hillage,Green,1978,4.41,33,4.41,123
Steve Hillage,Fish Rising,1975,4.36,18,4.36,73
Steve Hogarth + Richard Barbieri,Not The Weapon But The Hand,2012,4.58,8,4.63,88
Steve Howe's Remedy,Elements,2003,4.64,22,4.66,218
Steve Hughes,Once We Were (Part Two),2017,4.05,3,3.83,22
Steve Hughes,Once We Were (Part One),2016,4.53,7,4.57,39
Steve Hughes,Tales from the Silent Ocean,2015,4.47,6,4.50,146
Steve Morse,The Sessions,2016,4.36,24,4.35,32
Steve Morse,Major Impacts 2,2004,4.33,8,4.31,25
Steve Morse,Major Impacts,2000,4.43,8,4.44,38
Steve Morse and the Dixie Dregs,Live In Connecticut 2001 (CD1),2008,4.58,8,4.63,107
Steve Morse and the Dixie Dregs,Live In Connecticut 2001 (CD2),2008,4.39,9,4.39,12
Steve Morse Band,Out Standing In Their Field,2009,4.58,8,4.63,100
Steve Morse Band,Split Decision,2002,4.36,7,4.36,24
Steve Morse Band,Stressfest,1996,4.45,3,4.50,10
Steve Morse Band,Structural Damage,1995,4.35,3,4.33,13
Steve Morse Band,Coast to Coast,1992,4.46,4,4.50,23
Steve Morse Band,Southern Steel,1991,4.32,2,4.25,21
Steve Morse Band,High Tension Wires,1989,4.70,12,4.75,117
Steve Morse Band,Stand Up,1985,4.29,4,4.25,10
Steve Morse Band,The Introduction,1984,4.52,11,4.55,118
Steve Rothery,The Ghosts Of Pripyat,2014,4.63,34,4.65,345
Steve Stevens,internet release,2000,4.69,2,5.00,19
Steve Stevens,Flamenco A Go-Go,1999,4.38,24,4.38,370
Steve Thorne,Levelled - Emotional Creatures Part 3,2020,4.75,11,4.82,37
Steve Thorne,Island of the Imbeciles,2017,4.53,7,4.57,58
Steve Thorne,Crimes and Reasons,2012,4.78,8,4.88,98
Steve Thorne,Into The Ether,2009,4.68,22,4.70,311
Steve Thorne,Emotional Creatures : Part Two,2007,4.59,12,4.63,321
Steve Thorne,Emotional Creatures - Part One,2005,4.45,3,4.50,29
Steve Unruh,Precipice,2019,4.68,30,4.70,97
Steve Unruh,Challenging Gravity,2010,4.51,23,4.52,142
Steve Unruh,The Great Divide.,2007,4.48,9,4.50,91
Steve Unruh,Song To The Sky,2005,4.48,11,4.50,32
Steve Unruh,Out of the Ashes,2004,4.47,7,4.50,16
Steve Unruh,Two Little Awakenings CD2,2001,4.42,13,4.42,49
Steve Unruh,Two Little Awakenings CD1,2001,4.31,7,4.29,24
Steve Vai,Real Illusions: Reflections,2005,4.69,2,5.00,13
Steve Vai,Alive In An Ultra World (CD 1),2001,4.75,9,4.83,38
Steve Vai,Alive In An Ultra World (CD 2),2001,4.82,5,5.00,29
Steve Vai,Fire Garden,1996,4.56,10,4.60,26
Steve Vai,Alien Love Secrets,1995,4.57,9,4.61,44
Steve Vai,Sex & Religion,1993,4.47,6,4.50,18
Steve Vai,Passion And Warfare,1990,4.72,15,4.77,25
Steve Walsh,Shadowman,2005,4.70,19,4.74,71
Steve Walsh,Glossolalia,2000,4.36,10,4.35,41
Steven Wilson,Personal Shopper,2020,4.56,11,4.59,21
Steven Wilson,The B-Sides Collection,2020,4.69,2,5.00,5
Steven Wilson,The Future Bites Sessions,2020,4.55,3,4.67,10
Steven Wilson,To The Bone,2017,4.41,23,4.41,126
Steven Wilson,4 ½,2016,4.30,17,4.29,31
Steven Wilson,Hand Cannot Erase,2015,4.69,34,4.71,437
Steven Wilson,Drive Home EP,2013,4.70,12,4.75,52
Steven Wilson,The Raven That Refused To Sing (And Other Stories),2013,4.58,39,4.59,483
Steven Wilson,Grace For Drowning - Deform to Form a Star,2011,4.72,17,4.76,556
Steven Wilson,Grace For Drowning - Like Dust I Have Cleared From My Eye,2011,4.42,7,4.43,252
Steven Wilson,Insurgentes,2009,4.74,16,4.78,579
Stewart Bell,The Antechamber Of Being Part II,2017,3.97,6,3.83,55
Stewart Bell,The Antechamber Of Being Part I,2014,4.19,2,4.00,16
Stone Leaders,Stone Leaders,2018,4.35,3,4.33,6
Stonehenge,Nerine (EP),2005,4.25,1,4.00,2
Stonehenge,Angelo salutante,2000,4.66,6,4.75,28
Storm Corrosion,Storm Corrosion,2012,4.26,26,4.25,274
Stormental,Unleashing The Madness,2007,4.25,1,4.00,3
Stormental,Stormental,2006,4.25,1,4.00,2
Stramonio,Seasons Of Imagination,2000,4.63,12,4.67,43
Strange Land,Galactic Drift: Impact Event Part Two,2018,3.96,4,3.75,5
Strange Land,Figuration Of Hope: Impact Event Part One,2017,4.25,1,4.00,1
Strange Land,Delta V,2014,3.75,1,2.50,12
Strange Land,Catharsis,2009,4.25,1,4.00,1
Strange Land,Anomaly.,2001,4.19,2,4.00,14
Strangefish,The Spotlight Effect,2018,4.52,11,4.55,64
Strangefish,Fortune telling,2006,4.07,2,3.75,112
Strangers on a Train,The Key Part II : The Labyrinth,1993,4.61,5,4.70,68
Strangers on a Train,The Key Part I: The Prophecy,1990,4.35,3,4.33,33
Stratovarius,Elysium,2011,4.68,5,4.80,36
Stratovarius,Polaris,2009,4.75,3,5.00,18
Stratovarius,Stratovarius,2005,4.75,3,5.00,7
Stratovarius,Elements Pt. 1,2003,4.70,17,4.74,61
Stratovarius,Elements Pt.2,2003,4.38,8,4.38,13
Stratovarius,Infinite,2000,4.78,8,4.88,34
Stratovarius,Destiny,1998,4.38,13,4.38,32
Stratovarius,Visions,1997,4.84,18,4.89,73
Stratovarius,Episode,1996,4.65,10,4.70,35
Stratovarius,Fourth Dimension,1995,4.65,10,4.70,31
Stratovarius,Dreamspace,1994,4.79,4,5.00,27
Strattman,The Lie Of The Beholder,2014,4.15,3,4.00,34
Strawbs,Settlement,2021,4.52,9,4.56,50
Strawbs,The Ferryman's Curse,2017,4.61,14,4.64,65
Strawbs,Live In America,2007,4.58,14,4.61,34
Strawbs,Ghosts,1974,4.63,12,4.67,124
Strawbs,Hero and Heroine,1974,4.54,15,4.57,340
Strawbs,Grave New World,1972,4.64,7,4.71,51
Strawbs,From The Witchwood,1971,4.69,25,4.72,123
Stream Of Passion,A War Of Our Own,2014,4.41,6,4.42,7
Stream Of Passion,Darker Days,2011,4.53,7,4.57,5
Stream Of Passion,The Flame Within,2009,4.59,1,5.00,18
Stream Of Passion,Live in the Real World (CD1),2006,4.60,6,4.67,17
Stream Of Passion,Live in the Real World (CD2),2006,4.60,6,4.67,22
Stream Of Passion,Embrace The Storm,2005,4.83,8,4.94,41
Stride,Imagine,2005,4.27,12,4.25,32
Stride,Music Machine,2001,4.52,9,4.56,42
Structural Disorder,Kingdom Crossing,2020,4.57,2,4.75,8
Structural Disorder,And The Cage Crumbles In The Final Scene,2018,4.56,10,4.60,24
Structural Disorder,Distance,2016,4.65,10,4.70,40
Structural Disorder,The Edge of Sanity,2014,4.15,3,4.00,5
Styx,The Complete Wooden Nickel Recordings (Disc 1),2005,4.71,9,4.78,131
Styx,The Complete Wooden Nickel Recordings [Disc 2],2005,4.43,9,4.44,214
Styx,Come Sail Away: The Styx Anthology (Disc 2),2004,4.75,39,4.77,352
Styx,Come Sail Away: The Styx Anthology (Disc 1),2004,4.70,35,4.71,342
Styx,Cornerstone,1979,4.70,14,4.75,54
Styx,Pieces of Eight,1978,4.67,34,4.69,363
Styx,The Grand Illusion,1977,4.73,46,4.75,901
Styx,Crystal Ball,1976,4.61,23,4.63,377
Styx,Equinox,1975,4.68,35,4.70,496
Submarine Silence,Did Swans Ever See God?,2020,4.35,3,4.33,16
Submarine Silence,Journey Through Mine,2016,3.88,4,3.63,13
Subsignal,A Song for the Homeless (Live in Rüsselsheim 2019),2020,4.75,33,4.77,91
Subsignal,La Muerta,2018,4.55,34,4.56,138
Subsignal,The Beacons Of Somewhere Sometime -Limited Deluxe,2015,4.77,27,4.80,78
Subsignal,Paraiso,2013,4.85,26,4.88,105
Subsignal,Live In Mannheim 2012,2012,4.72,15,4.77,16
Subsignal,Touchstones,2011,4.85,13,4.92,20
Subsignal,Beautiful & Monstrous,2009,4.74,20,4.78,62
Subterranean Masquerade,Mountain Fever,2021,4.28,6,4.25,5
Subterranean Masquerade,Vagabond,2017,4.53,6,4.58,9
Subterranean Masquerade,The Great Bazaar,2015,4.55,3,4.67,16
Subterranean Masquerade,Suspended Animation Dreams,2005,4.25,3,4.17,7
Subterranean Masquerade,Temporary Psychotic State,2004,3.92,1,3.00,2
Sula Bassana,The Night,2009,4.42,1,4.50,13
Sun Caged,The Lotus Effect,2011,4.52,30,4.53,97
Sun Caged,Artemisia,2007,4.63,4,4.75,19
Sun Caged,Promo 2005,2005,4.42,1,4.50,5
Sun Caged,Sun Caged,2003,4.57,9,4.61,31
Sun Caged,Promo 2002,2002,4.25,1,4.00,4
Sunblaze,Illuminating Heights,1997,4.54,4,4.63,171
Sunburst,Fragments Of Creation,2016,4.25,3,4.17,3
Sunchild,Messages From Afar: The Division And Illusion Of Time,2018,4.33,8,4.31,28
Sunchild,Synesthesia,2015,4.32,13,4.31,47
Sunchild,Isolation,2012,4.57,9,4.61,41
Sunchild,As Far As The Eye Can See,2011,4.25,1,4.00,31
Sunchild,The Wrap,2010,4.55,3,4.67,72
Sunchild,The Invisible Line (Limited Edition) (Bonus Disc),2009,4.70,7,4.79,237
Sunchild,The Invisible Line (Limited Edition),2009,4.16,9,4.11,354
Sunchild,The Gnomon (Disk 1),1998,4.46,4,4.50,104
Sunchild,The Gnomon (Disk 2),1998,4.25,1,4.00,55
Sunset Mission,Journey to Lunar Castellum,2019,4.44,2,4.50,4
Supay,Confusion,2016,4.19,2,4.00,14
Superdrama,The Promise,2014,4.25,1,4.00,11
Superior,Ultra - Live (Disc 2),2004,4.71,4,4.88,15
Superior,Ultra - Live (Disc 1),2004,4.68,5,4.80,40
Superior,Ultima Ratio,2002,4.40,10,4.40,34
Superior,Younique,1998,4.54,4,4.63,12
Superior,Behind,1996,4.73,10,4.80,38
Supernal Endgame,Touch The Sky - Volume 2,2014,3.88,4,3.63,33
Superscream,The Engine Cries,2017,4.56,30,4.57,80
Superscream,Some Strange Heavy Sound,2011,4.34,12,4.33,8
Supersister,Pudding En Gisteren & Superstarshine,1972,4.05,12,4.00,39
Supersister,To The Highest Bidder,1971,4.39,5,4.40,18
Supersister,Present From Nancy,1970,4.42,7,4.43,34
Supersister Projekt 2019,Retsis Repus,2019,4.44,2,4.50,14
Supertramp,Brother Where You Bound,1985,4.58,7,4.64,36
Supertramp,Famous Last Words,1982,4.60,6,4.67,73
Supertramp,Breakfast In America,1979,4.71,37,4.73,365
Supertramp,Even in the Quietest Moments,1977,4.85,29,4.88,613
Supertramp,Crisis? What Crisis?,1976,4.53,26,4.54,134
Supertramp,Crime of the Century,1974,4.65,45,4.67,674
Supper's Ready,Listen To The Pictures,2000,4.19,2,4.00,105
Surreal,Starmaps & Constellations,2020,4.45,3,4.50,22
